info: ::ffff:127.0.0.1 - - [07/Jul/2025:18:36:05 +0000] "POST /instaFinn/users HTTP/1.1" 500 51 "-" "Thunder Client (https://www.thunderclient.com)"
info: ::ffff:127.0.0.1 - - [07/Jul/2025:18:55:17 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 65 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:18:55:59 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 65 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:18:56:40 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 64 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:18:56:41 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 64 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:18:56:43 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 64 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:18:57:48 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 65 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::1 - - [07/Jul/2025:19:00:51 +0000] "GET /instaFinn/banks/bankOperator/6866858e48515f2dc0e531ef HTTP/1.1" 200 648 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:01:43 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 35293 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:01:44 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 35293 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:01:46 +0000] "GET /instaFinn/banks/bankOperator/6866858e48515f2dc0e531ef HTTP/1.1" 200 648 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:02:11 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 64 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::1 - - [07/Jul/2025:19:03:59 +0000] "GET /instaFinn/banks/bankOperator/6866858e48515f2dc0e531ef HTTP/1.1" 200 648 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:04:11 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 64 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:07:37 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 31 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:10:06 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 31 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:13:24 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 31 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:17:10 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 31 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:18:23 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 42 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::1 - - [07/Jul/2025:19:23:05 +0000] "GET /instaFinn/banks/bankOperator/6866858e48515f2dc0e531ef HTTP/1.1" 200 648 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:24:24 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 42 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:27:15 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 200 1223 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:29:57 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 401 27 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:30:13 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 401 27 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::1 - - [07/Jul/2025:19:30:26 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 401 27 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:30:26 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 401 27 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:30:37 +0000] "POST /instaFinn/users/otp/send HTTP/1.1" 200 78 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:30:46 +0000] "POST /instaFinn/users/login HTTP/1.1" 200 647 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:30:48 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:30:49 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:31:27 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 42 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:32:27 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 42 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::1 - - [07/Jul/2025:19:33:14 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 35294 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:33:14 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 35294 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:33:15 +0000] "GET /instaFinn/banks/bankOperator/6866858e48515f2dc0e531ef HTTP/1.1" 200 648 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:33:28 +0000] "GET /instaFinn/banks/bankOperator/6866858e48515f2dc0e531ef HTTP/1.1" 200 648 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:33:46 +0000] "GET /instaFinn/banks/bankOperator/6866858e48515f2dc0e531ef HTTP/1.1" 200 648 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:33:53 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 35294 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:33:53 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 35294 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:33:57 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:33:57 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:34:10 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 35294 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:34:10 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 35294 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:34:12 +0000] "GET /instaFinn/banks/bankOperator/6866858e48515f2dc0e531ef HTTP/1.1" 200 648 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:35:47 +0000] "POST /instaFinn/loans/686688d048515f2dc0e53272/decision HTTP/1.1" 400 42 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::1 - - [07/Jul/2025:19:38:06 +0000] "GET /instaFinn/banks/bankOperator/6866858e48515f2dc0e531ef HTTP/1.1" 200 648 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::ffff:127.0.0.1 - - [07/Jul/2025:19:39:30 +0000] "POST /instaFinn/loans/6866cf4ec977753600943dfd/decision HTTP/1.1" 200 1223 "-" "Thunder Client (https://www.thunderclient.com)"

info: ::1 - - [07/Jul/2025:19:40:20 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:40:20 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:40:27 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:40:27 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:42:26 +0000] "GET /instaFinn/banks/subAgent/6866873e48515f2dc0e53247 HTTP/1.1" 401 27 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:42:41 +0000] "POST /instaFinn/users/otp/send HTTP/1.1" 200 78 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:42:50 +0000] "POST /instaFinn/users/login HTTP/1.1" 200 584 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:42:52 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 388 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:42:52 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 388 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:42:56 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 8916 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:42:56 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 8916 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:42:59 +0000] "GET /instaFinn/banks/subAgent/6866873e48515f2dc0e53247 HTTP/1.1" 200 7442 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:43:06 +0000] "PUT /instaFinn/loans/686688d048515f2dc0e53272 HTTP/1.1" 400 101 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:43:53 +0000] "POST /instaFinn/users/otp/send HTTP/1.1" 200 78 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:44:00 +0000] "POST /instaFinn/users/login HTTP/1.1" 200 557 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:44:01 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:44:01 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:44:11 +0000] "GET /instaFinn/users/below/685b9130714cab24c88f9d9f HTTP/1.1" 200 10996 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:44:11 +0000] "GET /instaFinn/users/below/685b9130714cab24c88f9d9f HTTP/1.1" 200 10996 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:45:09 +0000] "POST /instaFinn/users/otp/send HTTP/1.1" 200 78 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:45:18 +0000] "POST /instaFinn/users/login HTTP/1.1" 200 624 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:45:18 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:45:18 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:45:23 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 35295 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:45:23 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 35295 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:46:47 +0000] "POST /instaFinn/users/otp/send HTTP/1.1" 200 78 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:46:57 +0000] "POST /instaFinn/users/login HTTP/1.1" 200 627 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:46:57 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:46:57 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:47:00 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 35295 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:47:00 +0000] "GET /instaFinn/loans/visible HTTP/1.1" 200 35295 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:47:48 +0000] "POST /instaFinn/users/otp/send HTTP/1.1" 200 78 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:47:58 +0000] "POST /instaFinn/users/login HTTP/1.1" 401 46 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:48:18 +0000] "POST /instaFinn/users/otp/send HTTP/1.1" 200 78 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:48:28 +0000] "POST /instaFinn/users/login HTTP/1.1" 200 625 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:48:30 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

info: ::1 - - [07/Jul/2025:19:48:30 +0000] "GET /instaFinn/other/applicationStatus HTTP/1.1" 200 389 "http://localhost:3000/" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"

